id,document_text
289,"ПРИКАЗ №675. О введении в действие инструкции по технике безопасности при работе на высоте. Всем сотрудникам, привлекаемым к ремонту кровли и обслуживанию кран-балок, пройти обучение и получить допуск."
290,"СЛУЖЕБНАЯ ЗАПИСКА. Главному механику. От механика участка сборки. Требуется ремонт пневмолинии в пролете №2. Наблюдается падение давления, что мешает нормальной работе пневмогайковертов."
291,ПРИКАЗ №680. О назначении комиссии по проверке состояния подкрановых балок. Провести визуальный и ультразвуковой контроль сварных швов балок в цехе №4. Ответственный — инженер по промбезопасности.
292,ИСХОДЯЩЕЕ ПИСЬМО. В адрес ООО 'Металл-Снаб'. Направляем акт о расхождении по количеству при приемке арматуры (накладная №889). Недостача составляет 450 кг. Просим допоставить товар или вернуть средства.
293,СЛУЖЕБНАЯ ЗАПИСКА. Директору по закупкам. От нач. участка термообработки. Прошу закупить 5 тонн закалочного масла. Текущий объем в баках не обеспечивает полное погружение крупногабаритных деталей.
294,ПРИКАЗ №685. О порядке выдачи служебных ноутбуков. Закрепить переносные компьютеры за сотрудниками проектного отдела согласно списку. Ответственность за сохранность данных возложить на пользователей.
295,СЛУЖЕБНАЯ ЗАПИСКА. Нач. службы охраны труда. От инженера по ПБ. При проверке выявлено отсутствие заземления у заточного станка в инструментальном цехе. Прошу приостановить работу оборудования до устранения.
296,ПРИКАЗ №690. О проведении смотра-конкурса на лучший участок по культуре производства. Победителей наградить ценными призами и дополнительными днями к отпуску. Срок проведения конкурса — декабрь.
297,"ИСХОДЯЩЕЕ ПИСЬМО. Руководителю экспортного отдела ТПП. Просим выдать сертификат происхождения товара формы СТ-1 на партию станков СТ-500, отгружаемую в республику Беларусь."
298,СЛУЖЕБНАЯ ЗАПИСКА. Директору по ИТ. От нач. бухгалтерии. Прошу настроить автоматическую рассылку расчетных листков на электронные почты сотрудников завода с 01.01.2024 года.
299,ПРИКАЗ №695. О дисциплинарном взыскании за работу без защитных очков. Оператору сверлильного станка Петрову Д.А. объявить выговор. При повторном нарушении — отстранить от работы без сохранения оплаты.
300,СЛУЖЕБНАЯ ЗАПИСКА. Нач. ОМТС. От нач. электроучастка. Прошу закупить 50 штук автоматических выключателей на 16А и 25А для плановой замены в распределительных щитах бытовых помещений цехов.
301,ПРИКАЗ №701. О назначении комиссии по проверке готовности компрессорного оборудования к зимнему периоду. ПРИКАЗЫВАЮ: 1. Проверить систему осушки сжатого воздуха. 2. Провести ревизию запорной арматуры на магистральном трубопроводе до 15.11.
302,СЛУЖЕБНАЯ ЗАПИСКА. Директору по качеству. От нач. метрологической службы. Информирую о необходимости внеплановой поверки лазерного трекера API в связи с падением прибора при монтаже оснастки. Прошу согласовать выезд специалиста.
303,ИСХОДЯЩЕЕ ПИСЬМО №245/11. Руководителю АО 'СпецСплав'. Просим подтвердить возможность поставки 2 тонн поковки из стали 34ХН3МА с проведением УЗК по 1 классу точности. Просим направить ценовое предложение.
304,ПРИКАЗ №705. О назначении ответственных за погрузочно-разгрузочные работы на открытой площадке №2. Назначить мастера склада Иванова И.И. ответственным за безопасное перемещение металлоконструкций автокраном.
305,СЛУЖЕБНАЯ ЗАПИСКА. Главному конструктору. От нач. участка сборки. При сборке изделия 'Редуктор-М' выявлено неудобство затяжки внутренних болтов М12. Прошу рассмотреть возможность увеличения технологического окна в корпусе.
306,ПРИКАЗ №710. О проведении ежегодного инструктажа по правилам работы с баллонами технических газов. Всем газосварщикам и резчикам пройти проверку знаний по эксплуатации кислородных и ацетиленовых баллонов до 25.11.
307,ИСХОДЯЩЕЕ ПИСЬМО. Директору ООО 'ТехноПарк'. Сообщаем о готовности площадки для монтажа станка лазерной резки. Подвод электроэнергии и сжатого воздуха выполнен согласно ТЗ. Ждем прибытия ваших наладчиков 20.11.
308,"СЛУЖЕБНАЯ ЗАПИСКА. В отдел снабжения. От нач. ОТК. Для проведения капиллярного контроля лопаток турбин требуется закупка набора дефектоскопических материалов (пенетрант, проявитель, очиститель) марки Sherwin."
309,ПРИКАЗ №715. О введении в действие регламента технического обслуживания мостовых кранов. Утвердить график ежемесячных осмотров электрооборудования и подкрановых путей. Контроль возложить на гл. механика.
310,СЛУЖЕБНАЯ ЗАПИСКА. Нач. отдела кадров. От нач. цеха №5. Прошу направить на внеплановую проверку знаний ПТЭЭП электромонтера Петрова А.А. в связи с допущенным им коротким замыканием при ремонте щита.
311,"ПРИКАЗ №720. О создании комиссии по приемке опытного образца насосной установки НС-40. Включить в комиссию гл. конструктора, гл. технолога и нач. ОТК. Испытания провести на стенде №4 в период с 10.11 по 12.11."
312,ИСХОДЯЩЕЕ ПИСЬМО. В адрес ТК 'Логистик'. Требуем предоставить объяснения по факту повреждения лакокрасочного покрытия станины пресса при перевозке (акт №88). Просим рассмотреть вопрос компенсации затрат на перекраску.
313,СЛУЖЕБНАЯ ЗАПИСКА. Главному бухгалтеру. От нач. ОМТС. Прошу выделить денежные средства на оплату счета №456 за 500 кг графитированных электродов для дуговой печи. Поставка необходима для выполнения плана литья.
314,"ПРИКАЗ №725. О порядке выдачи защитных кремов и очищающих паст. В связи с работой с агрессивными СОЖ, выдать персоналу мех. участков средства защиты кожи рук согласно утвержденным нормам на IV квартал."
315,СЛУЖЕБНАЯ ЗАПИСКА. Директору по ИТ. От нач. ПЭО. Прошу предоставить доступ к папке 'Тендеры' на сервере предприятия ведущему экономисту Смирновой для подготовки документов на участие в закупке АО 'Газпром'.
316,"ПРИКАЗ №730. О назначении ответственного за исправное состояние сосудов, работающих под давлением. Назначить инженера-теплотехника Волкова М.Ю. ответственным за эксплуатацию ресиверов сжатого воздуха."
317,ИСХОДЯЩЕЕ ПИСЬМО. Руководителю ООО 'Эко-Профи'. Просим разработать паспорт отходов на 'шлам гальванический' в связи с изменением технологии очистки стоков и требований природоохранного законодательства.
318,СЛУЖЕБНАЯ ЗАПИСКА. Нач. ИТ-отдела. От нач. охраны. Прошу заменить неисправный источник бесперебойного питания (ИБП) на центральном сервере видеонаблюдения. Существует риск потери данных при скачках напряжения.
319,ПРИКАЗ №735. О премировании за высокое качество продукции. По итогам месяца на участке ЧПУ зафиксировано 0% брака. ПРИКАЗЫВАЮ: Выплатить персоналу участка премию в размере 5000 рублей каждому.
320,СЛУЖЕБНАЯ ЗАПИСКА. Нач. службы ГО и ЧС. От завскладом ГСМ. Сообщаю о необходимости замены песка в пожарных ящиках на территории склада и проверки целостности пожарных рукавов в шкафах №1-3.
321,"ПРИКАЗ №740. О порядке проведения работ в замкнутых пространствах. Запретить вход в резервуары и колодцы без оформления наряда-допуска, проверки загазованности и наличия страхующего лица снаружи."
322,ИСХОДЯЩЕЕ ПИСЬМО. Директору завода 'Метиз-Пром'. Просим изготовить партию нестандартных болтов с мелким шагом резьбы по чертежу 405.00.12. Объем — 2000 штук. Материал — сталь 40Х с термообработкой.
323,"СЛУЖЕБНАЯ ЗАПИСКА. Директору по производству. От гл. энергетика. В связи с аварией на городской подстанции, прошу перевести цех №1 на питание от резервного дизель-генератора для завершения цикла плавки."
324,"ПРИКАЗ №745. О внедрении системы маркировки заготовок QR-кодами. Начиная с 01.12, все детали, выходящие из заготовительного участка, должны иметь этикетку с кодом для отслеживания в системе ERP."
325,СЛУЖЕБНАЯ ЗАПИСКА. Нач. юридического отдела. От нач. отдела продаж. Прошу проанализировать протокол разногласий к договору поставки №15-К от ООО 'МашСервис' в части условий оплаты и сроков приемки.
326,"ПРИКАЗ №750. О назначении комиссии по проверке состояния подкрановых путей мостовых кранов. Провести геодезическую съемку путей в цехе №2. В случае выявления отклонений, составить график рихтовки."
327,"ИСХОДЯЩЕЕ ПИСЬМО. В адрес регионального МЧС. Направляем график проведения огневых работ на объекте 'Новый малярный цех'. Все меры противопожарной безопасности обеспечены, расчет ПАК на месте."
328,СЛУЖЕБНАЯ ЗАПИСКА. Главному инженеру. От нач. участка гидравлики. Сообщаю о необходимости капитального ремонта гидростанции пресса ПА-400. Наблюдается критический износ шестеренного насоса.
329,ПРИКАЗ №755. О закреплении мобильной подъемной платформы. Закрепить ножничный подъемник Haulotte за службой АХЧ. Ответственным за проведение ежесменного ТО назначить механика Смирнова.
330,СЛУЖЕБНАЯ ЗАПИСКА. В отдел маркетинга. От нач. отдела сбыта. Прошу подготовить список конкурентных преимуществ нашей новой дробилки Д-500 для включения в коммерческое предложение крупному заказчику.
331,ПРИКАЗ №760. Об усилении контроля за использованием СИЗ органов дыхания в литейном цехе. Мастерам смен обеспечить обязательное ношение респираторов персоналом при проведении операций выбивки опок.
332,ИСХОДЯЩЕЕ ПИСЬМО. Поставщику подшипников 'NSK-Сервис'. Сообщаем о выявлении скрытого дефекта в партии роликовых подшипников (заказ №99). Требуем замены всей партии или возврата денежных средств.
333,СЛУЖЕБНАЯ ЗАПИСКА. Нач. ПДО. От нач. участка мехобработки. Информирую о задержке изготовления валов из-за поломки шлифовального станка. Срок сдачи заказа №123 переносится на 15.11.
334,ПРИКАЗ №765. О проведении тренировки по действиям при разливе химикатов. 18.11 в 14:00 провести практическое занятие на участке гальваники. Отработать навыки использования сорбентов и нейтрализаторов.
335,СЛУЖЕБНАЯ ЗАПИСКА. Финансовому директору. От нач. ОМТС. Прошу согласовать закупку 100 литров концентрата СОЖ Blaser. Использование более дешевых аналогов ведет к коррозии направляющих станков ЧПУ.
336,ПРИКАЗ №770. О назначении комиссии по проверке состояния лестниц и стремянок. Проверить весь инвентарь на наличие трещин и целостность ступеней. Немаркированные лестницы изъять со складов.
337,ИСХОДЯЩЕЕ ПИСЬМО. В администрацию города. Просим выдать разрешение на временное складирование строительного мусора на прилегающей территории в связи с ремонтом фасада производственного корпуса.
338,СЛУЖЕБНАЯ ЗАПИСКА. Главному технологу. От нач. мех. цеха. Для обработки закаленной стали 60Г требуется закупка эльборовых резцов. Прошу рассмотреть заявку и включить инструмент в план закупок.
339,ПРИКАЗ №775. О награждении сотрудников за участие в выставке. Выплатить премию специалистам конструкторского отдела (согласно списку) за успешную презентацию новой продукции на форуме 'ПромЭкспо'.
340,СЛУЖЕБНАЯ ЗАПИСКА. Начальнику охраны. От нач. склада готовой продукции. Прошу разрешить выезд за территорию завода автомобиля ГАЗель (номер А100АА) после 19:00 для доставки срочного заказа.
341,ПРИКАЗ №780. О создании рабочей группы по внедрению системы 5S на складе ТМЦ. Назначить руководителем группы нач. склада. Цель — сокращение времени на поиск и выдачу комплектующих.
342,ИСХОДЯЩЕЕ ПИСЬМО. Директору ООО 'Транс-Лидер'. Просим предоставить информацию о наличии свободных полувагонов для отгрузки 150 тонн металлоконструкций в направлении Дальнего Востока на декабрь.
343,СЛУЖЕБНАЯ ЗАПИСКА. В юридический отдел. От отдела снабжения. Прошу подготовить проект дополнительного соглашения с поставщиком металла о продлении срока действия договора до конца 2024 года.
344,ПРИКАЗ №785. О порядке выдачи зимней спецодежды. Начать выдачу утепленных курток и брюк сотрудникам цехов и складов с 01.11. Выдачу производить под роспись в личных карточках учета СИЗ.
345,СЛУЖЕБНАЯ ЗАПИСКА. Главному механику. От мастера участка ЧПУ. Требуется замена приводного ремня шпинделя на станке Mazak. Наблюдается проскальзывание при работе на высоких оборотах.
346,"ПРИКАЗ №790. О назначении комиссии по проверке знаний по охране труда. Провести аттестацию руководителей среднего звена (мастера, начальники участков) в срок до 01.12. Председатель — главный инженер."
347,ИСХОДЯЩЕЕ ПИСЬМО. Директору АО 'ВторМет'. Направляем уведомление о готовности к отгрузке партии лома черных металлов (категория 3А) массой 12 тонн. Просим подать ломовоз 14.11 к 10:00.
348,СЛУЖЕБНАЯ ЗАПИСКА. Директору по ИТ. От нач. бухгалтерии. Прошу настроить в системе 1С автоматическое формирование актов сверки с контрагентами для ускорения процесса подготовки к годовому балансу.
349,"ПРИКАЗ №795. О дисциплинарном взыскании за нарушение режима экономии. За оставленное включенным на ночь освещение и вентиляцию в пустом цехе, объявить замечание дежурному мастеру Петрову."
350,"СЛУЖЕБНАЯ ЗАПИСКА. Нач. ОМТС. От нач. сборочного участка. Срочно требуется закупка 50 кг метизов (болт М10х40, класс прочности 8.8). Отсутствие крепежа останавливает сборку партии изделий."
351,ПРИКАЗ №801. О назначении комиссии по проверке состояния систем пожаротушения в архиве предприятия. ПРИКАЗЫВАЮ: 1. Проверить работоспособность модулей порошкового пожаротушения. 2. Срок предоставления акта — 18.11.
352,СЛУЖЕБНАЯ ЗАПИСКА. Директору по качеству. От нач. ОТК. Сообщаю о необходимости закупки комплекта мерных плиток (набор №1) для калибровки приборов в цехе №2. Старый набор имеет износ рабочих поверхностей выше нормы.
353,ИСХОДЯЩЕЕ ПИСЬМО №301/11. Руководителю ООО 'Электро-Стандарт'. Просим предоставить график проведения плановых испытаний высоковольтных кабелей на подстанции №3. Работы необходимо согласовать с графиком плавок цеха №1.
354,ПРИКАЗ №805. О назначении ответственных за эксплуатацию дизельных погрузчиков на складе №4. Закрепить технику за водителями (список прилагается). Ответственным за ведение бортовых журналов назначить механика склада.
355,СЛУЖЕБНАЯ ЗАПИСКА. Главному конструктору. От нач. КБ. Прошу согласовать замену материала вал-шестерни с 40Х на 40ХН для повышения усталостной прочности изделия 'Привод-500'. Технические расчеты прилагаются.
356,"ПРИКАЗ №810. О проведении внепланового инструктажа по правилам работы с переносными лестницами. В связи с падением рабочего в цехе №3, всем мастерам провести проверку состояния лестниц и стремянок до 15.11."
357,"ИСХОДЯЩЕЕ ПИСЬМО. Директору АО 'ПромВент'. Просим направить инженера для диагностики системы аспирации в шлифовальном пролете. Мощность всасывания упала на 30%, что приводит к запыленности рабочих мест."
358,СЛУЖЕБНАЯ ЗАПИСКА. В отдел снабжения. От нач. малярного участка. Срочно требуется закупка 100 кг порошковой краски (цвет RAL 5015) для окраски партии экспортных корпусов. Текущий остаток — 5 кг.
359,"ПРИКАЗ №815. О введении в действие положения о кадровом резерве. Утвердить список сотрудников, рекомендованных к зачислению в резерв на должности начальников участков. Начать программу обучения с 01.12."
360,СЛУЖЕБНАЯ ЗАПИСКА. Нач. отдела кадров. От нач. цеха №1. Прошу подготовить приказ о совмещении профессий для крановщика Соколова А.Б. (доп. работа — стропальщик) с выплатой надбавки в размере 15%.
361,"ПРИКАЗ №820. О проведении инвентаризации инструмента на центральном складе. Создать комиссию в составе: бух. Иванова, нач. склада Петров, инженер Сидоров. Срок проведения — с 20.11 по 25.11."
362,"ИСХОДЯЩЕЕ ПИСЬМО. В адрес страховой компании 'Гарант'. Направляем уточненную смету на ремонт кровли цеха №5, поврежденной в результате стихийного бедствия. Просим утвердить сумму страхового возмещения."
363,СЛУЖЕБНАЯ ЗАПИСКА. Главному бухгалтеру. От нач. ОМТС. Прошу выделить средства на приобретение 200 литров антифриза для системы охлаждения станков на открытой площадке. Замену необходимо произвести до морозов.
364,"ПРИКАЗ №825. О порядке выдачи молока сотрудникам, занятым на работах с вредными условиями труда. Утвердить списки персонала литейного и гальванического цехов. Выдачу производить ежедневно на пунктах питания."
365,СЛУЖЕБНАЯ ЗАПИСКА. Директору по ИТ. От нач. проектного отдела. Прошу обновить лицензии на ПО SolidWorks для 5 рабочих мест конструкторов. Текущий срок действия ключей истекает в конце текущего месяца.
366,ПРИКАЗ №830. О назначении ответственного за исправное состояние стеллажного оборудования. Назначить завскладом металлопроката Соколову М.В. ответственной за проведение ежегодных испытаний стеллажей на нагрузку.
367,ИСХОДЯЩЕЕ ПИСЬМО. Руководителю ООО 'Эко-Технологии'. Просим предоставить коммерческое предложение на вывоз и утилизацию люминесцентных ламп и отработанных аккумуляторов в 2024 году.
368,СЛУЖЕБНАЯ ЗАПИСКА. Нач. ИТ-отдела. От гл. механика. Требуется прокладка локальной сети к новому участку станков с ЧПУ в цехе №4 для обеспечения передачи управляющих программ с центрального сервера.
369,ПРИКАЗ №835. О премировании за экономию материалов. По итогам квартала на заготовительном участке достигнуто снижение отходов листового проката на 8%. Выплатить бригаде премию согласно списку.
370,СЛУЖЕБНАЯ ЗАПИСКА. Нач. службы ГО и ЧС. От нач. охраны. Прошу обеспечить закупку 10 новых фонарей для дежурных смен на случай аварийного отключения освещения на территории завода.
371,ПРИКАЗ №840. О порядке проведения работ с использованием автовышки. Запретить подъем персонала без использования предохранительных поясов и касок. Ответственность за контроль возложить на прораба участка.
372,"ИСХОДЯЩЕЕ ПИСЬМО. Директору завода 'РемМаш'. Просим сообщить о готовности нашего заказа (вал коленчатый, чертеж 12.004). Просрочка по договору составляет 10 дней. Требуем ускорить отгрузку."
373,"СЛУЖЕБНАЯ ЗАПИСКА. Директору по производству. От гл. энергетика. В связи с ремонтом на ТЭЦ, прошу согласовать снижение потребления мощности цехом №2 в период с 18:00 до 22:00 завтрашнего дня."
374,ПРИКАЗ №845. О внедрении электронных путевых листов. С 01.12 перевести учет работы автотранспорта предприятия в систему 'Авто-Контроль'. Водителям получить идентификационные карты в ИТ-отделе.
375,СЛУЖЕБНАЯ ЗАПИСКА. Нач. юридического отдела. От менеджера по сбыту. Прошу подготовить договор на оказание услуг по пусконаладке оборудования для заказчика ООО 'СибПром'. ТЗ и сроки согласованы.
376,ПРИКАЗ №850. О назначении комиссии по проверке состояния защитных заземлений. Провести замеры сопротивления контуров заземления во всех производственных корпусах до 01.12. Результаты занести в протоколы.
377,ИСХОДЯЩЕЕ ПИСЬМО. В адрес управления водоканала. Направляем пробы сточных вод после очистки на локальных сооружениях гальванического цеха. Анализ подтверждает соответствие ПДК.
378,СЛУЖЕБНАЯ ЗАПИСКА. Главному инженеру. От нач. инструментального цеха. Сообщаю о выходе из строя заточного станка. Требуется закупка алмазных кругов и замена шпиндельного узла. Ремонт силами цеха невозможен.
379,ПРИКАЗ №855. О назначении комиссии по проверке санитарного состояния столовой. Проводить внеплановые проверки качества продуктов и соблюдения сроков хранения дважды в неделю. Результаты — директору по АХЧ.
380,СЛУЖЕБНАЯ ЗАПИСКА. В отдел маркетинга. От нач. отдела продаж. Прошу организовать профессиональную фотосъемку новой линейки токарных станков для размещения на официальном сайте и в соцсетях завода.
381,ПРИКАЗ №860. О запрете использования открытых нагревательных приборов. Запретить эксплуатацию электроплиток и кипятильников в раздевалках и инструментальных кладовых. Нарушителей привлекать к ответственности.
382,"ИСХОДЯЩЕЕ ПИСЬМО. Руководителю ГИБДД района. Просим согласовать временную схему движения транспорта на время ремонта железнодорожного переезда, ведущего к территории предприятия."
383,СЛУЖЕБНАЯ ЗАПИСКА. Директору по персоналу. От мастера мех. участка. Прошу рассмотреть кандидатуру токаря Иванова В.С. на получение 5-го разряда. Теоретический экзамен и пробная работа сданы успешно.
384,ПРИКАЗ №865. Об организации дежурства сантехников в выходные дни. Утвердить график на ноябрь для предотвращения аварийных ситуаций в системе отопления. Ответственный — начальник службы эксплуатации.
385,СЛУЖЕБНАЯ ЗАПИСКА. Нач. ОМТС. От нач. склада подшипников. Срочно требуется закупка 500 кг ветоши. Текущие запасы полностью израсходованы при проведении генеральной уборки цехов №1 и №3.
386,ПРИКАЗ №870. О проведении внутреннего аудита системы охраны труда. Проверить ведение журналов инструктажа на рабочих местах в сборочном цехе. Срок предоставления отчета — до конца текущей недели.
387,"ИСХОДЯЩЕЕ ПИСЬМО. Директору ООО 'СпецТехСервис'. Направляем заявку на периодическую поверку контрольно-измерительных приборов (манометры, термометры) согласно приложенному перечню."
388,"СЛУЖЕБНАЯ ЗАПИСКА. Нач. ПДО. От мастера участка сборки. Довожу до сведения, что из-за брака литья (корпус насоса) выполнение заказа №88 задерживается на 4 рабочих дня. Прошу уведомить заказчика."
389,ПРИКАЗ №875. О введении в эксплуатацию системы контроля доступа на склад ТМЦ. Выдачу ТМЦ производить только по электронным пропускам. Назначить ответственным за базу данных начальника службы безопасности.
390,СЛУЖЕБНАЯ ЗАПИСКА. Главному механику. От механика цеха №5. Требуется закупка 10 литров гидравлического масла Shell Tellus S2 для обслуживания прессового оборудования. Текущий остаток — критический.
391,ПРИКАЗ №880. О назначении комиссии по проверке состояния вентиляционных систем. Проверить эффективность работы вытяжек в сварочном цехе. В случае выявления засоров — произвести чистку силами подрядчика.
392,"ИСХОДЯЩЕЕ ПИСЬМО. В адрес ООО 'Металл-Поставка'. Направляем претензию по факту поставки ржавого листового проката (марка ст3, 10 мм). Требуем составить акт о некондиционном товаре и заменить партию."
393,СЛУЖЕБНАЯ ЗАПИСКА. Директору по закупкам. От нач. участка термообработки. Прошу закупить 2 тонны технической соли для нужд котельной и участка химводоочистки. Срок поставки — до конца недели.
394,"ПРИКАЗ №885. О порядке использования корпоративной сотовой связи. Утвердить лимиты расходов для ИТР. В случае превышения лимита более чем на 20%, сотрудник обязан предоставить обоснование в письменном виде."
395,СЛУЖЕБНАЯ ЗАПИСКА. Нач. службы охраны труда. От инженера по ТБ. При проверке в цехе №4 выявлено отсутствие защитного кожуха на заточном станке. Прошу принять меры по устранению нарушения.
396,ПРИКАЗ №890. О проведении аттестации рабочих мест по условиям труда. Организовать замеры уровня вибрации на участках прессового оборудования. Срок исполнения — до 15.12. Ответственный — инж. по ОТ.
397,ИСХОДЯЩЕЕ ПИСЬМО. Руководителю службы логистики АО 'Порт'. Просим уточнить график приема крупногабаритных грузов в декабре. Направляем габаритные чертежи изделий для согласования схемы погрузки.
398,СЛУЖЕБНАЯ ЗАПИСКА. Директору по ИТ. От нач. отдела кадров. Прошу приобрести дополнительный модуль 'Подбор персонала' для системы 1С в целях автоматизации процесса обработки резюме.
399,ПРИКАЗ №895. О дисциплинарном взыскании за прогул. Слесарю-сборщику Петрову И.А. объявить выговор за отсутствие на рабочем месте 10.11 без уважительной причины. Лишить премии за текущий месяц.
400,СЛУЖЕБНАЯ ЗАПИСКА. Нач. ОМТС. От нач. электроцеха. Срочно требуется закупка 20 светодиодных прожекторов для освещения территории склада готовой продукции в ночное время.
401,"ПРИКАЗ №901. О создании комиссии по проверке состояния подкрановых путей в цехе №4. В связи с плановой проверкой Ростехнадзора, ПРИКАЗЫВАЮ: 1. Провести нивелировку путей до 15.11. 2. Главному механику подготовить паспорта на все ГПМ пролета."
402,СЛУЖЕБНАЯ ЗАПИСКА. Директору по качеству. От нач. метрологической службы. Сообщаю о необходимости закупки стандартных образцов для настройки ультразвукового дефектоскопа 'Пеленг'. Текущие образцы имеют недопустимый износ рабочих поверхностей.
403,"ИСХОДЯЩЕЕ ПИСЬМО №345/12. Руководителю ООО 'Сталь-Снаб'. Уведомляем вас о нарушении сроков поставки калиброванного круга ст.45 по договору №78/23. Требуем осуществить отгрузку до 20.11, иначе будем вынуждены начислить неустойку."
404,ПРИКАЗ №905. О назначении ответственных за содержание и эксплуатацию систем вентиляции в малярном отделении. Назначить мастера участка Петрова А.В. ответственным за своевременную замену фильтрующих элементов и чистку воздуховодов.
405,СЛУЖЕБНАЯ ЗАПИСКА. Главному конструктору. От нач. производства. При сборке опытного образца насоса НП-100 выявлено несовпадение крепежных отверстий на раме и корпусе. Прошу внести корректировки в КД (чертеж 405.01.12-СБ).
406,"ПРИКАЗ №910. О проведении внепланового инструктажа по правилам работы на высоте. В связи с началом работ по ремонту кровли производственного корпуса, всем сотрудникам строительного участка пройти проверку знаний и получить наряды-допуска."
407,ИСХОДЯЩЕЕ ПИСЬМО. Директору АО 'ЭнергоСеть'. Просим согласовать увеличение разрешенной мощности потребления для фидера №5 в связи с вводом в эксплуатацию новой печи термообработки мощностью 250 кВт.
408,СЛУЖЕБНАЯ ЗАПИСКА. В отдел снабжения. От нач. инструментального склада. Требуется закупка 500 твердосплавных пластин марки CNMG 120408 для обеспечения бесперебойной работы участка станков с ЧПУ в декабре.
409,"ПРИКАЗ №915. О введении в действие инструкции по обращению с отработанными маслами. Утвердить порядок сбора, хранения и передачи на регенерацию индустриальных масел. Ответственность за наличие чистой тары возложить на мастеров цехов."
410,СЛУЖЕБНАЯ ЗАПИСКА. Нач. отдела кадров. От нач. цеха №2. Прошу рассмотреть возможность премирования слесаря-ремонтника Иванова С.П. за оперативное устранение аварии на гидропрессе в ночную смену 12.11.
411,ПРИКАЗ №920. О проведении инвентаризации драгоценных металлов в составе оборудования. Создать комиссию для проверки наличия серебросодержащих контактов в пусковой аппаратуре и платиновых термопар в термических печах.
